,place,pm10,so2,co,o3,no2,AQI_category
9982,Place_4,52.0,1.0,18.0,104.0,15.0,TIDAK SEHAT
9983,Place_4,73.0,2.0,45.0,113.0,11.0,TIDAK SEHAT
9984,Place_4,53.0,2.0,28.0,88.0,13.0,SEDANG
9985,Place_4,57.0,1.0,29.0,83.0,11.0,SEDANG
9986,Place_4,34.0,1.0,12.0,74.0,8.0,SEDANG
9987,Place_4,61.0,2.0,23.0,76.0,13.0,SEDANG
9988,Place_4,63.0,2.0,23.0,66.0,12.0,SEDANG
9989,Place_4,70.0,2.0,27.0,117.0,11.0,TIDAK SEHAT
9990,Place_4,59.0,2.0,20.0,84.0,10.0,SEDANG
9991,Place_4,64.0,4.0,18.0,64.0,16.0,SEDANG
9992,Place_4,76.0,4.0,21.0,76.0,11.0,SEDANG
9993,Place_4,76.0,2.0,28.0,57.0,16.0,SEDANG
9994,Place_4,54.0,1.0,17.0,75.0,9.0,SEDANG
9995,Place_4,69.0,2.0,35.0,48.0,13.0,SEDANG
9996,Place_4,60.0,3.0,16.0,64.0,10.0,SEDANG
9997,Place_4,65.0,3.0,25.0,56.0,11.0,SEDANG
9998,Place_4,57.0,4.0,11.0,46.0,7.0,SEDANG
9999,Place_4,72.0,4.0,16.0,91.0,10.0,SEDANG
10000,Place_4,78.0,3.0,41.0,78.0,14.0,SEDANG
10001,Place_4,80.0,4.0,24.0,115.0,12.0,TIDAK SEHAT
10002,Place_4,60.0,3.0,16.0,80.0,15.0,SEDANG
10003,Place_4,75.0,4.0,18.0,88.0,8.0,SEDANG
10004,Place_4,66.0,5.0,13.0,86.0,20.0,SEDANG
10005,Place_4,63.0,6.0,14.0,65.0,13.0,SEDANG
10006,Place_4,67.0,3.0,18.0,67.0,11.0,SEDANG
10007,Place_4,73.0,3.0,16.0,70.0,11.0,SEDANG
10008,Place_4,69.0,2.0,19.0,63.0,10.0,SEDANG
10009,Place_4,95.0,3.0,32.0,88.0,14.0,SEDANG
10010,Place_4,55.0,1.0,11.0,85.0,7.0,SEDANG
10011,Place_4,64.0,2.0,39.0,94.0,10.0,SEDANG
10012,Place_4,51.0,1.0,14.0,87.0,9.0,SEDANG
10013,Place_4,66.0,4.0,27.0,117.0,9.0,TIDAK SEHAT
10014,Place_4,59.0,4.0,23.0,92.0,15.0,SEDANG
10015,Place_4,57.0,4.0,9.0,86.0,9.0,SEDANG
10016,Place_4,65.0,3.0,19.0,85.0,9.0,SEDANG
10017,Place_4,64.0,3.0,9.0,62.0,10.0,SEDANG
10018,Place_4,72.0,3.0,17.0,52.0,11.0,SEDANG
10019,Place_4,67.0,3.0,13.0,63.0,7.0,SEDANG
10020,Place_4,68.0,2.0,18.0,59.0,7.0,SEDANG
10021,Place_4,54.0,2.0,14.0,79.0,10.0,SEDANG
10022,Place_4,60.0,5.0,20.0,71.0,13.0,SEDANG
10023,Place_4,61.0,4.0,14.0,95.0,10.0,SEDANG
10024,Place_4,83.0,4.0,20.0,73.0,13.0,SEDANG
10025,Place_4,79.0,3.0,15.0,77.0,9.0,SEDANG
10026,Place_4,87.0,4.0,23.0,67.0,13.0,SEDANG
10027,Place_4,75.0,3.0,20.0,65.0,11.0,SEDANG
10028,Place_4,73.0,4.0,15.0,68.0,10.0,SEDANG
10029,Place_4,78.0,5.0,16.0,59.0,13.0,SEDANG
10030,Place_4,72.0,4.0,12.0,64.0,10.0,SEDANG
10031,Place_4,74.0,3.0,14.0,124.0,8.0,TIDAK SEHAT
10032,Place_4,74.0,3.0,12.0,58.0,8.0,SEDANG
10033,Place_4,91.0,3.0,18.0,56.0,9.0,SEDANG
10034,Place_4,68.0,2.0,17.0,69.0,11.0,SEDANG
10035,Place_4,74.0,2.0,16.0,57.0,7.0,SEDANG
10036,Place_4,76.0,3.0,12.0,78.0,8.0,SEDANG
10037,Place_4,82.0,4.0,19.0,84.0,8.0,SEDANG
10038,Place_4,65.0,2.0,11.0,92.0,9.0,SEDANG
10039,Place_4,77.0,3.0,19.0,85.0,14.0,SEDANG
10040,Place_4,61.0,2.0,13.0,123.0,12.0,TIDAK SEHAT
10041,Place_4,68.0,3.0,20.0,78.0,13.0,SEDANG
10042,Place_4,62.0,3.0,16.0,85.0,10.0,SEDANG
10043,Place_4,66.0,3.0,19.0,85.0,13.0,SEDANG
10044,Place_4,74.0,4.0,25.0,77.0,16.0,SEDANG
10045,Place_4,77.0,3.0,16.0,89.0,11.0,SEDANG
10046,Place_4,76.0,5.0,13.0,65.0,12.0,SEDANG
10047,Place_4,83.0,4.0,18.0,101.0,11.0,TIDAK SEHAT
10048,Place_4,71.0,3.0,14.0,113.0,10.0,TIDAK SEHAT
10049,Place_4,57.0,5.0,11.0,88.0,9.0,SEDANG
10050,Place_4,54.0,4.0,11.0,51.0,9.0,SEDANG
10051,Place_4,59.0,5.0,11.0,91.0,10.0,SEDANG
10052,Place_4,67.0,4.0,16.0,110.0,11.0,TIDAK SEHAT
10053,Place_4,71.0,4.0,15.0,75.0,18.0,SEDANG
10054,Place_4,71.0,4.0,17.0,74.0,12.0,SEDANG
10055,Place_4,70.0,6.0,14.0,95.0,18.0,SEDANG
10056,Place_4,67.0,3.0,21.0,72.0,17.0,SEDANG
10057,Place_4,69.0,4.0,11.0,61.0,9.0,SEDANG
10058,Place_4,76.0,5.0,12.0,59.0,13.0,SEDANG
10059,Place_4,73.0,5.0,16.0,61.0,10.0,SEDANG
10060,Place_4,67.0,4.0,17.0,100.0,16.0,SEDANG
10061,Place_4,62.0,4.0,13.0,118.0,17.0,TIDAK SEHAT
10062,Place_4,72.0,6.0,13.0,86.0,17.0,SEDANG
10063,Place_4,77.0,10.0,15.0,88.0,12.0,SEDANG
10064,Place_4,66.0,6.0,12.0,60.0,12.0,SEDANG
10065,Place_4,101.0,8.0,21.0,79.0,23.0,TIDAK SEHAT
10066,Place_4,82.0,3.0,16.0,82.0,11.0,SEDANG
10067,Place_4,69.0,4.0,15.0,78.0,13.0,SEDANG
10068,Place_4,85.0,4.0,16.0,134.0,10.0,TIDAK SEHAT
10069,Place_4,78.0,4.0,14.0,93.0,14.0,SEDANG
10070,Place_4,74.0,5.0,15.0,100.0,15.0,SEDANG
10071,Place_4,62.0,6.0,9.0,85.0,9.0,SEDANG
10072,Place_4,76.0,4.0,18.0,87.0,9.0,SEDANG
10073,Place_4,62.0,6.0,12.0,78.0,9.0,SEDANG
10074,Place_4,66.0,5.0,8.0,82.0,12.0,SEDANG
10075,Place_4,67.0,6.0,17.0,105.0,8.0,TIDAK SEHAT
10076,Place_4,61.0,10.0,9.0,118.0,15.0,TIDAK SEHAT
10077,Place_4,67.0,4.0,11.0,119.0,8.0,TIDAK SEHAT
10078,Place_4,65.0,3.0,36.0,120.0,9.0,TIDAK SEHAT
10079,Place_4,54.0,4.0,9.0,67.0,9.0,SEDANG
10080,Place_4,76.0,4.0,17.0,63.0,9.0,SEDANG
10081,Place_4,72.0,4.0,11.0,45.0,8.0,SEDANG
10082,Place_4,73.0,4.0,8.0,83.0,8.0,SEDANG
10083,Place_4,74.0,4.0,32.0,117.0,11.0,TIDAK SEHAT
10084,Place_4,51.0,3.0,10.0,65.0,8.0,SEDANG
10085,Place_4,60.0,5.0,14.0,95.0,16.0,SEDANG
10086,Place_4,80.0,5.0,20.0,75.0,20.0,SEDANG
10087,Place_4,54.0,3.0,18.0,79.0,15.0,SEDANG
10088,Place_4,62.0,3.0,19.0,78.0,12.0,SEDANG
10089,Place_4,70.0,3.0,19.0,159.0,14.0,TIDAK SEHAT
10090,Place_4,105.0,4.0,44.0,83.0,19.0,TIDAK SEHAT
10091,Place_4,59.0,4.0,37.0,78.0,10.0,SEDANG
10092,Place_4,59.0,6.0,21.0,124.0,9.0,TIDAK SEHAT
10093,Place_4,54.0,2.0,23.0,125.0,9.0,TIDAK SEHAT
10094,Place_4,54.0,3.0,26.0,95.0,12.0,SEDANG
10095,Place_4,60.0,3.0,21.0,120.0,9.0,TIDAK SEHAT
10096,Place_4,58.0,3.0,22.0,130.0,9.0,TIDAK SEHAT
10097,Place_4,57.0,3.0,22.0,95.0,4.0,SEDANG
10098,Place_4,70.0,4.0,22.0,74.0,10.0,SEDANG
10099,Place_4,62.0,4.0,15.0,102.0,10.0,TIDAK SEHAT
10100,Place_4,68.0,3.0,23.0,100.0,13.0,SEDANG
10101,Place_4,77.0,4.0,37.0,159.0,14.0,TIDAK SEHAT
10102,Place_4,80.0,4.0,25.0,152.0,13.0,TIDAK SEHAT
10103,Place_4,58.0,3.0,10.0,132.0,12.0,TIDAK SEHAT
10104,Place_4,47.0,2.0,29.0,101.0,12.0,TIDAK SEHAT
10105,Place_4,67.0,3.0,25.0,119.0,13.0,TIDAK SEHAT
10106,Place_4,56.0,3.0,20.0,157.0,10.0,TIDAK SEHAT
10107,Place_4,59.0,6.0,12.0,67.0,16.0,SEDANG
10108,Place_4,51.0,3.0,15.0,94.0,10.0,SEDANG
10109,Place_4,56.0,3.0,32.0,106.0,11.0,TIDAK SEHAT
10110,Place_4,55.0,3.0,23.0,66.0,9.0,SEDANG
10111,Place_4,41.0,4.0,8.0,97.0,8.0,SEDANG
10112,Place_4,41.0,3.0,16.0,111.0,8.0,TIDAK SEHAT
10113,Place_4,34.0,2.0,14.0,82.0,9.0,SEDANG
10114,Place_4,44.0,3.0,13.0,36.0,6.0,BAIK
10115,Place_4,50.0,3.0,11.0,25.0,6.0,BAIK
10116,Place_4,57.0,3.0,13.0,61.0,11.0,SEDANG
10117,Place_4,56.0,6.0,9.0,61.0,10.0,SEDANG
10118,Place_4,67.0,9.0,10.0,85.0,9.0,SEDANG
10119,Place_4,60.0,4.0,6.0,147.0,9.0,TIDAK SEHAT
10120,Place_4,53.0,7.0,6.0,147.0,9.0,TIDAK SEHAT
10121,Place_4,63.0,5.0,9.0,61.0,13.0,SEDANG
10122,Place_4,43.0,4.0,12.0,78.0,9.0,SEDANG
10123,Place_4,60.0,4.0,11.0,127.0,8.0,TIDAK SEHAT
10124,Place_4,54.0,5.0,18.0,140.0,9.0,TIDAK SEHAT
10125,Place_4,51.0,6.0,5.0,151.0,9.0,TIDAK SEHAT
10126,Place_4,64.0,5.0,11.0,158.0,9.0,TIDAK SEHAT
10127,Place_4,58.0,3.0,16.0,193.0,9.0,TIDAK SEHAT
10128,Place_4,57.0,3.0,15.0,169.0,9.0,TIDAK SEHAT
10129,Place_4,54.0,5.0,16.0,159.0,9.0,TIDAK SEHAT
10130,Place_4,39.0,3.0,12.0,96.0,9.0,SEDANG
10131,Place_4,54.0,5.0,20.0,102.0,9.0,TIDAK SEHAT
10132,Place_4,51.0,5.0,20.0,100.0,9.0,SEDANG
10133,Place_4,57.0,7.0,20.0,117.0,9.0,TIDAK SEHAT
10134,Place_4,55.0,4.0,28.0,88.0,12.0,SEDANG
10135,Place_4,39.0,5.0,23.0,140.0,12.0,TIDAK SEHAT
10136,Place_4,57.0,5.0,16.0,96.0,11.0,SEDANG
10137,Place_4,51.0,5.0,21.0,61.0,11.0,SEDANG
10138,Place_4,51.0,3.0,45.0,61.0,15.0,SEDANG
10139,Place_4,30.0,3.0,22.0,79.0,6.0,SEDANG
10140,Place_4,50.0,3.0,34.0,101.0,6.0,TIDAK SEHAT
10141,Place_4,58.0,3.0,18.0,85.0,9.0,SEDANG
10142,Place_4,52.0,3.0,17.0,132.0,12.0,TIDAK SEHAT
10143,Place_4,72.0,3.0,54.0,123.0,21.0,TIDAK SEHAT
10144,Place_4,53.0,3.0,17.0,117.0,6.0,TIDAK SEHAT
10145,Place_4,52.0,6.0,22.0,79.0,8.0,SEDANG
10146,Place_4,29.0,6.0,14.0,18.0,4.0,BAIK
10147,Place_4,26.0,6.0,12.0,54.0,3.0,SEDANG
10148,Place_4,27.0,7.0,15.0,53.0,3.0,SEDANG
10149,Place_4,30.0,6.0,9.0,47.0,9.0,BAIK
10150,Place_4,53.0,8.0,27.0,52.0,9.0,SEDANG
10151,Place_4,51.0,6.0,27.0,72.0,9.0,SEDANG
10152,Place_4,72.0,8.0,49.0,71.0,12.0,SEDANG
10153,Place_4,67.0,7.0,46.0,65.0,9.0,SEDANG
10154,Place_4,53.0,8.0,17.0,63.0,6.0,SEDANG
10155,Place_4,35.0,10.0,9.0,67.0,4.0,SEDANG
10156,Place_4,17.0,5.0,10.0,69.0,9.0,SEDANG
10157,Place_4,63.0,8.0,58.0,64.0,9.0,SEDANG
10158,Place_4,37.0,7.0,29.0,74.0,7.0,SEDANG
10159,Place_4,55.0,8.0,34.0,97.0,8.0,SEDANG
10160,Place_4,47.0,6.0,35.0,57.0,9.0,SEDANG
10161,Place_4,29.0,5.0,13.0,46.0,9.0,BAIK
10162,Place_4,20.0,5.0,7.0,35.0,9.0,BAIK
10163,Place_4,27.0,7.0,11.0,52.0,9.0,SEDANG
10164,Place_4,51.0,6.0,20.0,65.0,6.0,SEDANG
10165,Place_4,39.0,6.0,54.0,43.0,6.0,SEDANG
10166,Place_4,33.0,7.0,9.0,82.0,9.0,SEDANG
10167,Place_4,56.0,6.0,23.0,96.0,6.0,SEDANG
10168,Place_4,34.0,5.0,29.0,69.0,9.0,SEDANG
10169,Place_4,20.0,6.0,18.0,70.0,8.0,SEDANG
10170,Place_4,34.0,9.0,19.0,72.0,6.0,SEDANG
10171,Place_4,27.0,7.0,22.0,51.0,7.0,SEDANG
10172,Place_4,20.0,6.0,34.0,49.0,7.0,BAIK
10173,Place_4,30.0,5.0,20.0,61.0,9.0,SEDANG
10174,Place_4,21.0,5.0,16.0,54.0,8.0,SEDANG
10175,Place_4,27.0,5.0,24.0,60.0,9.0,SEDANG
10176,Place_4,29.0,5.0,23.0,50.0,6.0,BAIK
10177,Place_4,19.0,5.0,12.0,54.0,6.0,SEDANG
10178,Place_4,25.0,8.0,17.0,52.0,9.0,SEDANG
10179,Place_4,23.0,5.0,13.0,47.0,7.0,BAIK
10180,Place_4,32.0,6.0,29.0,50.0,10.0,BAIK
10181,Place_4,26.0,6.0,14.0,56.0,7.0,SEDANG
10182,Place_4,42.0,7.0,40.0,54.0,9.0,SEDANG
10183,Place_4,45.0,7.0,28.0,56.0,6.0,SEDANG
10184,Place_4,19.0,5.0,19.0,53.0,9.0,SEDANG
10185,Place_4,19.0,5.0,20.0,51.0,9.0,SEDANG
10186,Place_4,26.0,6.0,33.0,53.0,8.0,SEDANG
10187,Place_4,31.0,6.0,22.0,46.0,8.0,BAIK
10188,Place_4,33.0,6.0,30.0,43.0,5.0,BAIK
10189,Place_4,59.0,6.0,21.0,34.0,6.0,BAIK
10190,Place_4,59.0,6.0,26.0,31.0,8.0,BAIK
10191,Place_4,59.0,5.0,26.0,83.0,11.0,SEDANG
10192,Place_4,53.0,6.0,44.0,85.0,11.0,SEDANG
10193,Place_4,51.0,5.0,40.0,83.0,9.0,SEDANG
10194,Place_4,46.0,6.0,37.0,66.0,8.0,SEDANG
10195,Place_4,38.0,6.0,12.0,56.0,9.0,SEDANG
10196,Place_4,46.0,5.0,38.0,68.0,8.0,SEDANG
10197,Place_4,39.0,6.0,24.0,80.0,17.0,SEDANG
10198,Place_4,55.0,6.0,27.0,75.0,16.0,SEDANG
10199,Place_4,63.0,6.0,30.0,77.0,12.0,SEDANG
10200,Place_4,61.0,6.0,23.0,69.0,9.0,SEDANG
10201,Place_4,60.0,8.0,24.0,63.0,6.0,SEDANG
10202,Place_4,65.0,8.0,36.0,47.0,10.0,SEDANG
10203,Place_4,67.0,12.0,41.0,52.0,12.0,SEDANG
10204,Place_4,75.0,8.0,29.0,94.0,14.0,SEDANG
10205,Place_4,66.0,6.0,20.0,57.0,11.0,SEDANG
10206,Place_4,59.0,9.0,27.0,65.0,9.0,SEDANG
10207,Place_4,67.0,10.0,22.0,80.0,9.0,SEDANG
10208,Place_4,42.0,8.0,10.0,60.0,7.0,SEDANG
10209,Place_4,38.0,7.0,18.0,52.0,6.0,SEDANG
10210,Place_4,27.0,6.0,42.0,54.0,10.0,SEDANG
10211,Place_4,51.0,7.0,17.0,61.0,10.0,SEDANG
10212,Place_4,51.0,7.0,21.0,61.0,8.0,SEDANG
10213,Place_4,41.0,7.0,13.0,61.0,8.0,BAIK
10214,Place_4,53.0,6.0,23.0,61.0,9.0,SEDANG
10215,Place_4,88.0,7.0,43.0,61.0,13.0,SEDANG
10216,Place_4,65.0,8.0,15.0,61.0,9.0,SEDANG
10217,Place_4,52.0,7.0,11.0,92.0,10.0,SEDANG
10218,Place_4,56.0,10.0,10.0,93.0,13.0,SEDANG
10219,Place_4,59.0,11.0,12.0,120.0,15.0,TIDAK SEHAT
10220,Place_4,63.0,8.0,9.0,98.0,15.0,SEDANG
10221,Place_4,70.0,10.0,18.0,100.0,21.0,SEDANG
10222,Place_4,58.0,7.0,6.0,85.0,17.0,SEDANG
10223,Place_4,61.0,10.0,15.0,85.0,11.0,SEDANG
10224,Place_4,73.0,6.0,29.0,70.0,10.0,SEDANG
10225,Place_4,72.0,6.0,11.0,73.0,13.0,SEDANG
10226,Place_4,95.0,7.0,14.0,59.0,17.0,SEDANG
10227,Place_4,62.0,6.0,9.0,62.0,9.0,SEDANG
10228,Place_4,89.0,8.0,11.0,96.0,24.0,SEDANG
10229,Place_4,63.0,9.0,8.0,85.0,16.0,SEDANG
10230,Place_4,81.0,8.0,20.0,108.0,12.0,TIDAK SEHAT
10231,Place_4,97.0,8.0,16.0,76.0,13.0,SEDANG
10232,Place_4,77.0,7.0,20.0,146.0,17.0,TIDAK SEHAT
10233,Place_4,68.0,8.0,14.0,126.0,19.0,TIDAK SEHAT
10234,Place_4,57.0,10.0,16.0,88.0,11.0,SEDANG
10235,Place_4,59.0,3.0,21.0,142.0,12.0,TIDAK SEHAT
10236,Place_4,56.0,3.0,23.0,78.0,14.0,SEDANG
10237,Place_4,55.0,7.0,23.0,62.0,12.0,SEDANG
10238,Place_4,49.0,7.0,13.0,71.0,8.0,SEDANG
10239,Place_4,74.0,7.0,37.0,68.0,15.0,SEDANG
10240,Place_4,62.0,11.0,21.0,59.0,13.0,SEDANG
10241,Place_4,55.0,9.0,14.0,66.0,10.0,SEDANG
10242,Place_4,91.0,9.0,48.0,114.0,18.0,TIDAK SEHAT
10243,Place_4,58.0,7.0,25.0,111.0,15.0,TIDAK SEHAT
10244,Place_4,52.0,9.0,24.0,104.0,13.0,TIDAK SEHAT
10245,Place_4,52.0,9.0,17.0,58.0,14.0,SEDANG
10246,Place_4,62.0,7.0,30.0,55.0,8.0,SEDANG
10247,Place_4,74.0,9.0,27.0,71.0,15.0,SEDANG
10248,Place_4,68.0,7.0,16.0,87.0,11.0,SEDANG
10249,Place_4,61.0,8.0,37.0,71.0,15.0,SEDANG
10250,Place_4,69.0,3.0,9.0,61.0,9.0,SEDANG
10251,Place_4,61.0,8.0,18.0,82.0,16.0,SEDANG
10252,Place_4,36.0,8.0,8.0,52.0,12.0,SEDANG
10253,Place_4,28.0,8.0,9.0,41.0,8.0,BAIK
10254,Place_4,41.0,7.0,15.0,46.0,8.0,BAIK
10255,Place_4,31.0,7.0,9.0,32.0,4.0,BAIK
10256,Place_4,43.0,7.0,12.0,30.0,5.0,BAIK
10257,Place_4,63.0,8.0,30.0,42.0,9.0,SEDANG
10258,Place_4,70.0,7.0,19.0,49.0,9.0,SEDANG
10259,Place_4,52.0,7.0,8.0,30.0,6.0,SEDANG
10260,Place_4,56.0,7.0,14.0,41.0,7.0,SEDANG
10261,Place_4,48.0,7.0,14.0,39.0,11.0,BAIK
10262,Place_4,52.0,9.0,9.0,84.0,10.0,SEDANG
10263,Place_4,58.0,9.0,14.0,159.0,13.0,TIDAK SEHAT
10264,Place_4,53.0,9.0,10.0,125.0,13.0,TIDAK SEHAT
10265,Place_4,55.0,7.0,12.0,59.0,11.0,SEDANG
10266,Place_4,58.0,7.0,32.0,58.0,12.0,SEDANG
10267,Place_4,46.0,7.0,25.0,37.0,8.0,BAIK
10268,Place_4,42.0,8.0,15.0,78.0,9.0,SEDANG
10269,Place_4,51.0,8.0,22.0,68.0,15.0,SEDANG
10270,Place_4,45.0,9.0,19.0,66.0,9.0,SEDANG
10271,Place_4,29.0,7.0,9.0,42.0,7.0,BAIK
10272,Place_4,39.0,9.0,11.0,80.0,9.0,SEDANG
10273,Place_4,51.0,7.0,13.0,60.0,6.0,SEDANG
10274,Place_4,36.0,7.0,27.0,85.0,11.0,SEDANG
10275,Place_4,48.0,7.0,22.0,113.0,12.0,TIDAK SEHAT
10276,Place_4,53.0,8.0,15.0,95.0,14.0,SEDANG
10277,Place_4,53.0,9.0,19.0,78.0,12.0,SEDANG
10278,Place_4,70.0,7.0,49.0,63.0,12.0,SEDANG
10279,Place_4,63.0,7.0,43.0,52.0,16.0,SEDANG
10280,Place_4,54.0,8.0,16.0,50.0,10.0,SEDANG
10281,Place_4,53.0,7.0,21.0,55.0,9.0,SEDANG
10282,Place_4,55.0,8.0,15.0,56.0,13.0,SEDANG
10283,Place_4,59.0,8.0,15.0,74.0,11.0,SEDANG
10284,Place_4,59.0,7.0,27.0,66.0,15.0,SEDANG
10285,Place_4,34.0,9.0,17.0,84.0,12.0,SEDANG
10286,Place_4,60.0,9.0,28.0,76.0,15.0,SEDANG
10287,Place_4,57.0,7.0,25.0,69.0,11.0,SEDANG
10288,Place_4,56.0,7.0,27.0,91.0,11.0,SEDANG
10289,Place_4,57.0,7.0,19.0,108.0,12.0,TIDAK SEHAT
10290,Place_4,51.0,8.0,19.0,91.0,16.0,SEDANG
10291,Place_4,60.0,9.0,22.0,68.0,15.0,SEDANG
10292,Place_4,52.0,11.0,29.0,56.0,12.0,SEDANG
10293,Place_4,52.0,9.0,25.0,65.0,8.0,SEDANG
10294,Place_4,57.0,8.0,26.0,64.0,8.0,SEDANG
10295,Place_4,60.0,9.0,25.0,73.0,14.0,SEDANG
10296,Place_4,60.0,8.0,20.0,58.0,17.0,SEDANG
10297,Place_4,70.0,8.0,26.0,76.0,15.0,SEDANG
10298,Place_4,57.0,8.0,16.0,64.0,12.0,SEDANG
10299,Place_4,55.0,8.0,23.0,69.0,10.0,SEDANG
10300,Place_4,68.0,8.0,26.0,53.0,16.0,SEDANG
10301,Place_4,70.0,8.0,32.0,48.0,9.0,SEDANG
10302,Place_4,60.0,8.0,12.0,53.0,10.0,SEDANG
10303,Place_4,78.0,8.0,46.0,81.0,11.0,SEDANG
10304,Place_4,55.0,7.0,14.0,71.0,10.0,SEDANG
10305,Place_4,60.0,8.0,19.0,59.0,7.0,SEDANG
10306,Place_4,76.0,9.0,20.0,86.0,13.0,SEDANG
10307,Place_4,57.0,8.0,23.0,84.0,16.0,SEDANG
10308,Place_4,79.0,9.0,39.0,78.0,17.0,SEDANG
10309,Place_4,76.0,10.0,21.0,65.0,13.0,SEDANG
10310,Place_4,86.0,9.0,18.0,51.0,12.0,SEDANG
10311,Place_4,89.0,9.0,22.0,76.0,19.0,SEDANG
10312,Place_4,94.0,9.0,18.0,68.0,11.0,SEDANG
10313,Place_4,84.0,9.0,27.0,66.0,17.0,SEDANG
10314,Place_4,111.0,11.0,21.0,56.0,12.0,TIDAK SEHAT
10315,Place_4,92.0,12.0,26.0,236.0,11.0,SANGAT TIDAK SEHAT
10316,Place_4,87.0,9.0,18.0,64.0,10.0,SEDANG
10317,Place_4,83.0,9.0,19.0,66.0,13.0,SEDANG
10318,Place_4,83.0,10.0,22.0,83.0,14.0,SEDANG
10319,Place_4,75.0,9.0,18.0,86.0,11.0,SEDANG
10320,Place_4,45.0,9.0,15.0,101.0,9.0,TIDAK SEHAT
10321,Place_4,75.0,9.0,41.0,51.0,15.0,SEDANG
10322,Place_4,53.0,8.0,25.0,65.0,12.0,SEDANG
10323,Place_4,60.0,11.0,23.0,58.0,8.0,SEDANG
10324,Place_4,54.0,10.0,26.0,77.0,11.0,SEDANG
10325,Place_4,63.0,9.0,24.0,54.0,10.0,SEDANG
10326,Place_4,57.0,10.0,11.0,51.0,9.0,SEDANG
10327,Place_4,67.0,11.0,23.0,38.0,18.0,SEDANG
10328,Place_4,71.0,9.0,14.0,43.0,9.0,SEDANG
10329,Place_4,79.0,9.0,25.0,89.0,18.0,SEDANG
10330,Place_4,79.0,11.0,22.0,85.0,15.0,SEDANG
10331,Place_4,68.0,9.0,20.0,46.0,7.0,SEDANG
10332,Place_4,79.0,10.0,30.0,61.0,8.0,SEDANG
10333,Place_4,60.0,9.0,28.0,41.0,13.0,SEDANG
10334,Place_4,87.0,10.0,57.0,61.0,17.0,SEDANG
10335,Place_4,64.0,10.0,20.0,92.0,13.0,SEDANG
10336,Place_4,90.0,15.0,17.0,88.0,13.0,SEDANG
10337,Place_4,75.0,11.0,21.0,94.0,13.0,SEDANG
10338,Place_4,77.0,13.0,14.0,95.0,13.0,SEDANG
10339,Place_4,75.0,13.0,12.0,61.0,10.0,SEDANG
10340,Place_4,76.0,10.0,27.0,76.0,13.0,SEDANG
10341,Place_4,88.0,12.0,24.0,61.0,15.0,SEDANG
10342,Place_4,70.0,9.0,12.0,52.0,10.0,SEDANG
10343,Place_4,55.0,9.0,11.0,37.0,9.0,SEDANG
10344,Place_4,45.0,10.0,12.0,53.0,12.0,SEDANG
10345,Place_4,53.0,10.0,15.0,62.0,9.0,SEDANG
10346,Place_4,77.0,11.0,29.0,61.0,11.0,SEDANG
10347,Place_4,53.0,11.0,11.0,61.0,9.0,SEDANG
10348,Place_4,58.0,12.0,8.0,35.0,10.0,SEDANG
10349,Place_4,76.0,11.0,29.0,61.0,12.0,SEDANG
10350,Place_4,68.0,10.0,29.0,61.0,16.0,SEDANG
10351,Place_4,37.0,11.0,10.0,26.0,12.0,BAIK
10352,Place_4,62.0,13.0,12.0,61.0,13.0,SEDANG
10353,Place_4,56.0,12.0,11.0,61.0,11.0,SEDANG
10354,Place_4,68.0,12.0,12.0,61.0,15.0,SEDANG
10355,Place_4,64.0,11.0,15.0,61.0,7.0,SEDANG
10356,Place_4,68.0,13.0,10.0,61.0,11.0,SEDANG
10357,Place_4,63.0,10.0,11.0,47.0,10.0,SEDANG
10358,Place_4,67.0,11.0,14.0,51.0,17.0,SEDANG
10359,Place_4,57.0,13.0,11.0,61.0,17.0,SEDANG
10360,Place_4,44.0,11.0,8.0,91.0,11.0,SEDANG
10361,Place_4,51.0,10.0,14.0,61.0,10.0,SEDANG
10362,Place_4,68.0,10.0,22.0,61.0,11.0,SEDANG
10363,Place_4,53.0,10.0,12.0,41.0,11.0,SEDANG
10364,Place_4,41.0,9.0,9.0,61.0,8.0,BAIK
10365,Place_4,59.0,10.0,22.0,61.0,11.0,SEDANG
10366,Place_4,35.0,10.0,6.0,45.0,10.0,BAIK
10367,Place_4,46.0,9.0,10.0,61.0,7.0,BAIK
10368,Place_4,51.0,10.0,7.0,71.0,9.0,SEDANG
10369,Place_4,56.0,11.0,8.0,72.0,7.0,SEDANG
10370,Place_4,63.0,12.0,7.0,64.0,9.0,SEDANG
10371,Place_4,77.0,10.0,17.0,61.0,11.0,SEDANG
10372,Place_4,60.0,9.0,14.0,61.0,9.0,SEDANG
10373,Place_4,59.0,11.0,8.0,61.0,8.0,SEDANG
10374,Place_4,53.0,12.0,6.0,61.0,8.0,SEDANG
10375,Place_4,64.0,12.0,7.0,61.0,8.0,SEDANG
10376,Place_4,70.0,12.0,14.0,61.0,12.0,SEDANG
10377,Place_4,71.0,12.0,14.0,61.0,10.0,SEDANG
10378,Place_4,39.0,12.0,8.0,61.0,8.0,BAIK
10379,Place_4,59.0,13.0,9.0,56.0,11.0,SEDANG
10380,Place_4,59.0,11.0,12.0,61.0,13.0,BAIK
10381,Place_4,59.0,12.0,11.0,61.0,10.0,SEDANG
10382,Place_4,73.0,12.0,10.0,50.0,10.0,SEDANG
10383,Place_4,65.0,12.0,10.0,81.0,11.0,SEDANG
